show_id,type,title,country,date_added,release_year,rating,duration,Genre,description,Platform
s1,Movie,Duck the Halls: A Mickey Mouse Christmas Special,United States,2021-11-26,2016,TV-G,23,Animation,Join Mickey and the gang as they duck the halls!,Disney
s1,Movie,Duck the Halls: A Mickey Mouse Christmas Special,United States,2021-11-26,2016,TV-G,23,Family,Join Mickey and the gang as they duck the halls!,Disney
s2,Movie,Ernest Saves Christmas,United States,2021-11-26,1988,PG,91,Comedy,Santa Claus passes his magic bag to a new St. Nic.,Disney
s3,Movie,Ice Age: A Mammoth Christmas,United States,2021-11-26,2011,TV-G,23,Animation,Sid the Sloth is on Santa's naughty list.,Disney
s3,Movie,Ice Age: A Mammoth Christmas,United States,2021-11-26,2011,TV-G,23,Comedy,Sid the Sloth is on Santa's naughty list.,Disney
s3,Movie,Ice Age: A Mammoth Christmas,United States,2021-11-26,2011,TV-G,23,Family,Sid the Sloth is on Santa's naughty list.,Disney
s4,Movie,The Queen Family Singalong,United States,2021-11-26,2021,TV-PG,41,Musical,"This is real life, not just fantasy!",Disney
s5,TV Show,The Beatles: Get Back,United States,2021-11-25,2021,TV-G,450,Docuseries,A three-part documentary from Peter Jackson capturing a moment in music history with The Beatles.,Disney
s5,TV Show,The Beatles: Get Back,United States,2021-11-25,2021,TV-G,450,Historical,A three-part documentary from Peter Jackson capturing a moment in music history with The Beatles.,Disney
s5,TV Show,The Beatles: Get Back,United States,2021-11-25,2021,TV-G,450,Music,A three-part documentary from Peter Jackson capturing a moment in music history with The Beatles.,Disney
s6,Movie,Becoming Cousteau,United States,2021-11-24,2021,PG-13,94,Biographical,An inside look at the legendary life of adventurer Jacques-Yves Cousteau.,Disney
s6,Movie,Becoming Cousteau,United States,2021-11-24,2021,PG-13,94,Documentary,An inside look at the legendary life of adventurer Jacques-Yves Cousteau.,Disney
s7,TV Show,Hawkeye,United States,2021-11-24,2021,TV-14,450,Action-Adventure,Clint Barton/Hawkeye must team up with skilled archer Kate Bishop to unravel a criminal conspiracy.,Disney
s7,TV Show,Hawkeye,United States,2021-11-24,2021,TV-14,450,Superhero,Clint Barton/Hawkeye must team up with skilled archer Kate Bishop to unravel a criminal conspiracy.,Disney
s8,TV Show,Port Protection Alaska,United States,2021-11-24,2015,TV-14,900,Docuseries,Residents of Port Protection must combat volatile conditions to survive and thrive in Alaska.,Disney
s8,TV Show,Port Protection Alaska,United States,2021-11-24,2015,TV-14,900,Reality,Residents of Port Protection must combat volatile conditions to survive and thrive in Alaska.,Disney
s8,TV Show,Port Protection Alaska,United States,2021-11-24,2015,TV-14,900,Survival,Residents of Port Protection must combat volatile conditions to survive and thrive in Alaska.,Disney
s9,TV Show,Secrets of the Zoo: Tampa,United States,2021-11-24,2019,TV-PG,900,Animals & Nature,A day in the life at ZooTampa is anything but ordinary. It's extraordinary!,Disney
s9,TV Show,Secrets of the Zoo: Tampa,United States,2021-11-24,2019,TV-PG,900,Docuseries,A day in the life at ZooTampa is anything but ordinary. It's extraordinary!,Disney
s9,TV Show,Secrets of the Zoo: Tampa,United States,2021-11-24,2019,TV-PG,900,Family,A day in the life at ZooTampa is anything but ordinary. It's extraordinary!,Disney
s10,Movie,A Muppets Christmas: Letters To Santa,United States,2021-11-19,2008,G,45,Comedy,Celebrate the holiday season with all your favorite Muppets.,Disney
s10,Movie,A Muppets Christmas: Letters To Santa,United States,2021-11-19,2008,G,45,Family,Celebrate the holiday season with all your favorite Muppets.,Disney
s10,Movie,A Muppets Christmas: Letters To Santa,United States,2021-11-19,2008,G,45,Musical,Celebrate the holiday season with all your favorite Muppets.,Disney
s11,Movie,Adventure Thru the Walt Disney Archives,United States,2021-11-19,2020,TV-PG,59,Documentary,Explore the treasures and rich history of the Walt Disney Archives.,Disney
s12,Movie,Puppy for Hanukkah,United States,2021-11-19,2020,TV-G,4,Comedy,"Check out Daveed Digg's official music video ""Puppy for Hanukkah!""",Disney
s12,Movie,Puppy for Hanukkah,United States,2021-11-19,2020,TV-G,4,Family,"Check out Daveed Digg's official music video ""Puppy for Hanukkah!""",Disney
s12,Movie,Puppy for Hanukkah,United States,2021-11-19,2020,TV-G,4,Music,"Check out Daveed Digg's official music video ""Puppy for Hanukkah!""",Disney
s13,Movie,The Pixar Story,United States,2021-11-19,2007,G,91,Documentary,A groundbreaking company forever changes the face of filmmaking.,Disney
s13,Movie,The Pixar Story,United States,2021-11-19,2007,G,91,Family,A groundbreaking company forever changes the face of filmmaking.,Disney
s14,TV Show,"Dr. Oakley, Yukon Vet",United States,2021-11-17,2013,TV-PG,4500,Action-Adventure,"Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon.",Disney
s14,TV Show,"Dr. Oakley, Yukon Vet",United States,2021-11-17,2013,TV-PG,4500,Animals & Nature,"Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon.",Disney
s14,TV Show,"Dr. Oakley, Yukon Vet",United States,2021-11-17,2013,TV-PG,4500,Docuseries,"Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon.",Disney
s15,Movie,America the Beautiful,United States,2021-11-12,2021,TV-PG,2,Animals & Nature,"Epic, grand portrait of the land across four regions on the most extreme continent. Coming in 2022.",Disney
s16,Movie,Baymax!,United States,2021-11-12,2021,TV-G,1,Animation,“Baymax!” premieres on Disney+ summer 2022.,Disney
s17,Movie,Ciao Alberto,United States,2021-11-12,2021,TV-PG,8,Animation,Fun-loving sea monster Alberto whole-heartedly wants to prove himself to his stoic mentor Massimo.,Disney
s17,Movie,Ciao Alberto,United States,2021-11-12,2021,TV-PG,8,Comedy,Fun-loving sea monster Alberto whole-heartedly wants to prove himself to his stoic mentor Massimo.,Disney
s17,Movie,Ciao Alberto,United States,2021-11-12,2021,TV-PG,8,Family,Fun-loving sea monster Alberto whole-heartedly wants to prove himself to his stoic mentor Massimo.,Disney
s18,TV Show,Disney Fancy Nancy,United States,2021-11-12,2018,TV-PG,1350,Animation,Nancy makes every day extraordinary!,Disney
s18,TV Show,Disney Fancy Nancy,United States,2021-11-12,2018,TV-PG,1350,Kids,Nancy makes every day extraordinary!,Disney
s18,TV Show,Disney Fancy Nancy,Canada,2021-11-12,2018,TV-PG,1350,Animation,Nancy makes every day extraordinary!,Disney
s18,TV Show,Disney Fancy Nancy,Canada,2021-11-12,2018,TV-PG,1350,Kids,Nancy makes every day extraordinary!,Disney
s19,TV Show,Disney Intertwined,United States,2021-11-12,2021,TV-PG,450,Comedy,Allegra is ready to change the past in order to reach her dream.,Disney
s19,TV Show,Disney Intertwined,United States,2021-11-12,2021,TV-PG,450,Coming of Age,Allegra is ready to change the past in order to reach her dream.,Disney
s19,TV Show,Disney Intertwined,United States,2021-11-12,2021,TV-PG,450,Drama,Allegra is ready to change the past in order to reach her dream.,Disney
s20,Movie,Enchanted,United States,2021-11-12,2007,PG,110,Comedy,An animated princess winds up in the real world of modern-day Manhattan.,Disney
s20,Movie,Enchanted,United States,2021-11-12,2007,PG,110,Family,An animated princess winds up in the real world of modern-day Manhattan.,Disney
s20,Movie,Enchanted,United States,2021-11-12,2007,PG,110,Fantasy,An animated princess winds up in the real world of modern-day Manhattan.,Disney
s21,Movie,Feast,United States,2021-11-12,2014,G,8,Animation,One man's love life seen through the eyes of his dog.,Disney
s21,Movie,Feast,United States,2021-11-12,2014,G,8,Comedy,One man's love life seen through the eyes of his dog.,Disney
s21,Movie,Feast,United States,2021-11-12,2014,G,8,Drama,One man's love life seen through the eyes of his dog.,Disney
s22,Movie,Frozen Fever,United States,2021-11-12,2015,G,11,Animation,Elsa wants to give Anna the best birthday party ever.,Disney
s22,Movie,Frozen Fever,United States,2021-11-12,2015,G,11,Family,Elsa wants to give Anna the best birthday party ever.,Disney
s22,Movie,Frozen Fever,United States,2021-11-12,2015,G,11,Fantasy,Elsa wants to give Anna the best birthday party ever.,Disney
s23,Movie,Get a Horse!,United States,2021-11-12,2013,G,7,Action-Adventure,Mickey and friends hitch a ride on a musical hay wagon.,Disney
s23,Movie,Get a Horse!,United States,2021-11-12,2013,G,7,Animation,Mickey and friends hitch a ride on a musical hay wagon.,Disney
s23,Movie,Get a Horse!,United States,2021-11-12,2013,G,7,Comedy,Mickey and friends hitch a ride on a musical hay wagon.,Disney
s24,Movie,Home Sweet Home Alone,United States,2021-11-12,2021,PG,95,Comedy,"Alone for the holidays, Max Mercer will do whatever it takes to protect his home from trespassers.",Disney
s24,Movie,Home Sweet Home Alone,United States,2021-11-12,2021,PG,95,Family,"Alone for the holidays, Max Mercer will do whatever it takes to protect his home from trespassers.",Disney
s25,Movie,Jungle Cruise,United States,2021-11-12,2021,PG-13,129,Action-Adventure,Dr. Lily Houghton & skipper Frank Wolff team up for a wild ride on the Amazon.,Disney
s25,Movie,Jungle Cruise,United States,2021-11-12,2021,PG-13,129,Comedy,Dr. Lily Houghton & skipper Frank Wolff team up for a wild ride on the Amazon.,Disney
s25,Movie,Jungle Cruise,United States,2021-11-12,2021,PG-13,129,Family,Dr. Lily Houghton & skipper Frank Wolff team up for a wild ride on the Amazon.,Disney
s26,Movie,Limitless with Chris Hemsworth,United States,2021-11-12,2021,TV-14,2,Lifestyle,"""Limitless with Chris Hemsworth"" is coming to Disney+ in 2022.",Disney
s27,Movie,Marvel Studios’ 2021 Disney+ Day Special,United States,2021-11-12,2021,TV-PG,14,Movies,"Marvel Studios’ Disney+ Day Special explores the Disney+ series of the MCU – past, present and future.",Disney
s28,Movie,Obi-Wan Kenobi,United States,2021-11-12,2021,TV-PG,1,Action-Adventure,"A behind the scenes look of the ""Obi-Wan Kenobi"" special event series. Coming to Disney+ in 2022.",Disney
s28,Movie,Obi-Wan Kenobi,United States,2021-11-12,2021,TV-PG,1,Science Fiction,"A behind the scenes look of the ""Obi-Wan Kenobi"" special event series. Coming to Disney+ in 2022.",Disney
s29,TV Show,Olaf Presents,United States,2021-11-12,2021,TV-PG,450,Animation,Olaf goes from snowman to showman for his unique retelling of five favorite Disney Animation tales.,Disney
s29,TV Show,Olaf Presents,United States,2021-11-12,2021,TV-PG,450,Family,Olaf goes from snowman to showman for his unique retelling of five favorite Disney Animation tales.,Disney
s30,Movie,Paperman,United States,2021-11-12,2012,G,7,Animation,A young man strives to find girl of his dreams.,Disney
s30,Movie,Paperman,United States,2021-11-12,2012,G,7,Comedy,A young man strives to find girl of his dreams.,Disney
s30,Movie,Paperman,United States,2021-11-12,2012,G,7,Family,A young man strives to find girl of his dreams.,Disney
s31,Movie,Pixar 2021 Disney+ Day Special,United States,2021-11-12,2021,G,5,Movies,Join Pete Docter for a tour around Pixar and get a sneak peek at several upcoming Disney+ releases.,Disney
s32,Movie,Shang-Chi and The Legend of The Ten Rings,United States,2021-11-12,2021,PG-13,134,Action-Adventure,"Shang-Chi must confront his father, leader of the Ten Rings organization.",Disney
s32,Movie,Shang-Chi and The Legend of The Ten Rings,United States,2021-11-12,2021,PG-13,134,Fantasy,"Shang-Chi must confront his father, leader of the Ten Rings organization.",Disney
s32,Movie,Shang-Chi and The Legend of The Ten Rings,United States,2021-11-12,2021,PG-13,134,Superhero,"Shang-Chi must confront his father, leader of the Ten Rings organization.",Disney
s32,Movie,Shang-Chi and The Legend of The Ten Rings,Australia,2021-11-12,2021,PG-13,134,Action-Adventure,"Shang-Chi must confront his father, leader of the Ten Rings organization.",Disney
s32,Movie,Shang-Chi and The Legend of The Ten Rings,Australia,2021-11-12,2021,PG-13,134,Fantasy,"Shang-Chi must confront his father, leader of the Ten Rings organization.",Disney
s32,Movie,Shang-Chi and The Legend of The Ten Rings,Australia,2021-11-12,2021,PG-13,134,Superhero,"Shang-Chi must confront his father, leader of the Ten Rings organization.",Disney
s33,Movie,Spin,United States,2021-11-12,2021,TV-G,94,Coming of Age,Rhea discovers her passion for creating DJ mixes!,Disney
s33,Movie,Spin,United States,2021-11-12,2021,TV-G,94,Music,Rhea discovers her passion for creating DJ mixes!,Disney
s34,Movie,Tangled Ever After,United States,2021-11-12,2012,G,9,Animation,It's up to Max and Pascal to save the royal wedding.,Disney
s34,Movie,Tangled Ever After,United States,2021-11-12,2012,G,9,Family,It's up to Max and Pascal to save the royal wedding.,Disney
s35,Movie,The Ballad of Nessie,United States,2021-11-12,2011,G,8,Animation,A colorful tale about the friendly Loch Ness monster.,Disney
s35,Movie,The Ballad of Nessie,United States,2021-11-12,2011,G,8,Family,A colorful tale about the friendly Loch Ness monster.,Disney
s35,Movie,The Ballad of Nessie,United States,2021-11-12,2011,G,8,Fantasy,A colorful tale about the friendly Loch Ness monster.,Disney
s36,Movie,The Little Matchgirl,United States,2021-11-12,2006,G,7,Animation,A poor matchgirl sees happy images in the flames of her matches.,Disney
s36,Movie,The Little Matchgirl,United States,2021-11-12,2006,G,7,Drama,A poor matchgirl sees happy images in the flames of her matches.,Disney
s37,Movie,The Making of Happier Than Ever: A Love Letter to Los Angeles,United States,2021-11-12,2021,TV-PG,30,Concert Film,"Go behind the scenes of ""Happier Than Ever: A Love Letter to Los Angeles.""",Disney
s37,Movie,The Making of Happier Than Ever: A Love Letter to Los Angeles,United States,2021-11-12,2021,TV-PG,30,Music,"Go behind the scenes of ""Happier Than Ever: A Love Letter to Los Angeles.""",Disney
s38,Movie,The Proud Family: Louder and Prouder,United States,2021-11-12,2021,TV-G,1,Animation,"""The Proud Family: Louder and Prouder"" follows Penny Proud and her family. Coming in February 2022.",Disney
s38,Movie,The Proud Family: Louder and Prouder,United States,2021-11-12,2021,TV-G,1,Comedy,"""The Proud Family: Louder and Prouder"" follows Penny Proud and her family. Coming in February 2022.",Disney
s38,Movie,The Proud Family: Louder and Prouder,United States,2021-11-12,2021,TV-G,1,Coming of Age,"""The Proud Family: Louder and Prouder"" follows Penny Proud and her family. Coming in February 2022.",Disney
s39,Movie,The Simpsons in Plusaversary,United States,2021-11-12,2021,TV-PG,6,Animation,Celebrate Disney+ Day with The Simpsons and their friends from across the service.,Disney
s39,Movie,The Simpsons in Plusaversary,United States,2021-11-12,2021,TV-PG,6,Comedy,Celebrate Disney+ Day with The Simpsons and their friends from across the service.,Disney
s40,Movie,Tick Tock Tale,United States,2021-11-12,2010,G,6,Animation,A tale of a quirky mantle clock.,Disney
s40,Movie,Tick Tock Tale,United States,2021-11-12,2010,G,6,Crime,A tale of a quirky mantle clock.,Disney
s40,Movie,Tick Tock Tale,United States,2021-11-12,2010,G,6,Family,A tale of a quirky mantle clock.,Disney
s41,Movie,Under the Helmet: The Legacy of Boba Fett,United States,2021-11-12,2021,TV-PG,22,Science Fiction,"A special celebrating the origins and legacy of Star Wars’ legendary bounty hunter, Boba Fett.",Disney
s42,Movie,Willow,United States,2021-11-12,2021,TV-PG,3,Action-Adventure,"Meet the cast of the all-new Disney+ fantasy-adventure series ""Willow."" Coming to Disney+ in 2022.",Disney
s42,Movie,Willow,United States,2021-11-12,2021,TV-PG,3,Fantasy,"Meet the cast of the all-new Disney+ fantasy-adventure series ""Willow."" Coming to Disney+ in 2022.",Disney
s43,Movie,Alvin and the Chipmunks: Chipwrecked,United States,2021-11-05,2011,G,87,Comedy,The Chipmunks and Chipettes get stranded on a remote island – or so it would seem.,Disney
s43,Movie,Alvin and the Chipmunks: Chipwrecked,United States,2021-11-05,2011,G,87,Family,The Chipmunks and Chipettes get stranded on a remote island – or so it would seem.,Disney
s43,Movie,Alvin and the Chipmunks: Chipwrecked,United States,2021-11-05,2011,G,87,Music,The Chipmunks and Chipettes get stranded on a remote island – or so it would seem.,Disney
s44,Movie,Jingle All The Way,United States,2021-11-05,1996,PG,90,Comedy,A father's Christmas Eve turns into a madcap scramble to find a much sought-after toy for his son.,Disney
s44,Movie,Jingle All The Way,United States,2021-11-05,1996,PG,90,Family,A father's Christmas Eve turns into a madcap scramble to find a much sought-after toy for his son.,Disney
s45,Movie,Jingle All the Way 2,United States,2021-11-05,2014,PG,91,Comedy,Two dads compete to be the best father and make Christmas amazing!,Disney
s45,Movie,Jingle All the Way 2,United States,2021-11-05,2014,PG,91,Family,Two dads compete to be the best father and make Christmas amazing!,Disney
s46,Movie,Prep & Landing: Operation Secret Santa,United States,2021-11-05,2010,TV-G,8,Animation,Mrs. Claus enlists two elves in a secret mission.,Disney
s46,Movie,Prep & Landing: Operation Secret Santa,United States,2021-11-05,2010,TV-G,8,Family,Mrs. Claus enlists two elves in a secret mission.,Disney
s46,Movie,Prep & Landing: Operation Secret Santa,United States,2021-11-05,2010,TV-G,8,Fantasy,Mrs. Claus enlists two elves in a secret mission.,Disney
s47,Movie,Santa Buddies: The Legend of Santa Paws,United States,2021-11-05,2009,G,93,Comedy,"The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas.",Disney
s47,Movie,Santa Buddies: The Legend of Santa Paws,United States,2021-11-05,2009,G,93,Fantasy,"The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas.",Disney
s47,Movie,Santa Buddies: The Legend of Santa Paws,United States,2021-11-05,2009,G,93,Kids,"The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas.",Disney
s47,Movie,Santa Buddies: The Legend of Santa Paws,Canada,2021-11-05,2009,G,93,Comedy,"The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas.",Disney
s47,Movie,Santa Buddies: The Legend of Santa Paws,Canada,2021-11-05,2009,G,93,Fantasy,"The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas.",Disney
s47,Movie,Santa Buddies: The Legend of Santa Paws,Canada,2021-11-05,2009,G,93,Kids,"The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas.",Disney
s48,Movie,Snow Buddies,United States,2021-11-05,2008,G,91,Action-Adventure,Disney’s favorite talking pups put one paw in front of the other in a thrilling Alaskan adventure.,Disney
s48,Movie,Snow Buddies,United States,2021-11-05,2008,G,91,Comedy,Disney’s favorite talking pups put one paw in front of the other in a thrilling Alaskan adventure.,Disney
s48,Movie,Snow Buddies,United States,2021-11-05,2008,G,91,Kids,Disney’s favorite talking pups put one paw in front of the other in a thrilling Alaskan adventure.,Disney
s49,Movie,Space Buddies,United States,2021-11-05,2009,G,87,Action-Adventure,"Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",Disney
s49,Movie,Space Buddies,United States,2021-11-05,2009,G,87,Comedy,"Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",Disney
s49,Movie,Space Buddies,United States,2021-11-05,2009,G,87,Kids,"Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",Disney
s49,Movie,Space Buddies,Canada,2021-11-05,2009,G,87,Action-Adventure,"Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",Disney
s49,Movie,Space Buddies,Canada,2021-11-05,2009,G,87,Comedy,"Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",Disney
s49,Movie,Space Buddies,Canada,2021-11-05,2009,G,87,Kids,"Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",Disney
s50,Movie,The Search for Santa Paws,Canada,2021-11-05,2010,G,101,Drama,Discover how the legendary friendship of Santa Claus and Santa Paws began.,Disney
s50,Movie,The Search for Santa Paws,Canada,2021-11-05,2010,G,101,Family,Discover how the legendary friendship of Santa Claus and Santa Paws began.,Disney
s50,Movie,The Search for Santa Paws,Canada,2021-11-05,2010,G,101,Fantasy,Discover how the legendary friendship of Santa Claus and Santa Paws began.,Disney
s51,Movie,X-Men: First Class,United States,2021-11-05,2011,PG-13,132,Action-Adventure,"Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga.",Disney
s51,Movie,X-Men: First Class,United States,2021-11-05,2011,PG-13,132,Science Fiction,"Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga.",Disney
s51,Movie,X-Men: First Class,United States,2021-11-05,2011,PG-13,132,Superhero,"Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga.",Disney
s51,Movie,X-Men: First Class,United Kingdom,2021-11-05,2011,PG-13,132,Action-Adventure,"Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga.",Disney
s51,Movie,X-Men: First Class,United Kingdom,2021-11-05,2011,PG-13,132,Science Fiction,"Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga.",Disney
s51,Movie,X-Men: First Class,United Kingdom,2021-11-05,2011,PG-13,132,Superhero,"Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga.",Disney
s52,TV Show,Disney Amphibia,United States,2021-11-03,2018,TV-Y7,1350,Animation,Anne Boonchuy is transported to the world of Amphibia.,Disney
s52,TV Show,Disney Amphibia,United States,2021-11-03,2018,TV-Y7,1350,Comedy,Anne Boonchuy is transported to the world of Amphibia.,Disney
s52,TV Show,Disney Amphibia,United States,2021-11-03,2018,TV-Y7,1350,Family,Anne Boonchuy is transported to the world of Amphibia.,Disney
s52,TV Show,Disney Amphibia,South Korea,2021-11-03,2018,TV-Y7,1350,Animation,Anne Boonchuy is transported to the world of Amphibia.,Disney
s52,TV Show,Disney Amphibia,South Korea,2021-11-03,2018,TV-Y7,1350,Comedy,Anne Boonchuy is transported to the world of Amphibia.,Disney
s52,TV Show,Disney Amphibia,South Korea,2021-11-03,2018,TV-Y7,1350,Family,Anne Boonchuy is transported to the world of Amphibia.,Disney
s53,TV Show,Photo Ark,United States,2021-11-03,2017,TV-PG,450,Animals & Nature,National Geographic photographer Joel Sartore photographs some of the rarest animals in the world.,Disney
s53,TV Show,Photo Ark,United States,2021-11-03,2017,TV-PG,450,Docuseries,National Geographic photographer Joel Sartore photographs some of the rarest animals in the world.,Disney
s53,TV Show,Photo Ark,United States,2021-11-03,2017,TV-PG,450,Family,National Geographic photographer Joel Sartore photographs some of the rarest animals in the world.,Disney
s54,TV Show,Storm Rising,United States,2021-11-03,2021,TV-14,450,Action-Adventure,Storm chasers Reed Timmer and Mike Theiss track and study a new category of deadly storms.,Disney
s54,TV Show,Storm Rising,United States,2021-11-03,2021,TV-14,450,Animals & Nature,Storm chasers Reed Timmer and Mike Theiss track and study a new category of deadly storms.,Disney
s54,TV Show,Storm Rising,United States,2021-11-03,2021,TV-14,450,Docuseries,Storm chasers Reed Timmer and Mike Theiss track and study a new category of deadly storms.,Disney
s55,Movie,Bob Ballard: An Explorer's Life,United States,2021-10-29,2021,TV-PG,44,Biographical,"An intimate portrait of Bob Ballard, the legendary explorer who found the Titanic.",Disney
s55,Movie,Bob Ballard: An Explorer's Life,United States,2021-10-29,2021,TV-PG,44,Documentary,"An intimate portrait of Bob Ballard, the legendary explorer who found the Titanic.",Disney
s56,Movie,"McFarland, USA",United States,2021-10-29,2015,PG,131,Drama,A coach guides underdogs past tremendous obstacles to become champions.,Disney
s56,Movie,"McFarland, USA",United States,2021-10-29,2015,PG,131,Sports,A coach guides underdogs past tremendous obstacles to become champions.,Disney
s57,Movie,Rookie of the Year,United States,2021-10-22,1993,PG,104,Comedy,"A 12-year-old boy can throw a 100 mph fastball, and the Chicago Cubs want him as their new pitcher!",Disney
s57,Movie,Rookie of the Year,United States,2021-10-22,1993,PG,104,Family,"A 12-year-old boy can throw a 100 mph fastball, and the Chicago Cubs want him as their new pitcher!",Disney
s57,Movie,Rookie of the Year,United States,2021-10-22,1993,PG,104,Sports,"A 12-year-old boy can throw a 100 mph fastball, and the Chicago Cubs want him as their new pitcher!",Disney
s58,Movie,Thumbelina,Ireland,2021-10-22,1994,G,87,Animation,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Ireland,2021-10-22,1994,G,87,Family,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Ireland,2021-10-22,1994,G,87,Fantasy,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,United States,2021-10-22,1994,G,87,Animation,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,United States,2021-10-22,1994,G,87,Family,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,United States,2021-10-22,1994,G,87,Fantasy,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Canada,2021-10-22,1994,G,87,Animation,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Canada,2021-10-22,1994,G,87,Family,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Canada,2021-10-22,1994,G,87,Fantasy,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,United Kingdom,2021-10-22,1994,G,87,Animation,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,United Kingdom,2021-10-22,1994,G,87,Family,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,United Kingdom,2021-10-22,1994,G,87,Fantasy,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Denmark,2021-10-22,1994,G,87,Animation,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Denmark,2021-10-22,1994,G,87,Family,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Denmark,2021-10-22,1994,G,87,Fantasy,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Spain,2021-10-22,1994,G,87,Animation,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Spain,2021-10-22,1994,G,87,Family,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Spain,2021-10-22,1994,G,87,Fantasy,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Poland,2021-10-22,1994,G,87,Animation,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Poland,2021-10-22,1994,G,87,Family,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Poland,2021-10-22,1994,G,87,Fantasy,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Hungary,2021-10-22,1994,G,87,Animation,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Hungary,2021-10-22,1994,G,87,Family,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s58,Movie,Thumbelina,Hungary,2021-10-22,1994,G,87,Fantasy,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,Disney
s59,TV Show,PJ Masks,France,2021-10-20,2015,TV-Y7,2250,Action-Adventure,Look out Night Time Baddies the PJ Masks are coming!,Disney
s59,TV Show,PJ Masks,France,2021-10-20,2015,TV-Y7,2250,Animation,Look out Night Time Baddies the PJ Masks are coming!,Disney
s59,TV Show,PJ Masks,France,2021-10-20,2015,TV-Y7,2250,Kids,Look out Night Time Baddies the PJ Masks are coming!,Disney
s59,TV Show,PJ Masks,United Kingdom,2021-10-20,2015,TV-Y7,2250,Action-Adventure,Look out Night Time Baddies the PJ Masks are coming!,Disney
s59,TV Show,PJ Masks,United Kingdom,2021-10-20,2015,TV-Y7,2250,Animation,Look out Night Time Baddies the PJ Masks are coming!,Disney
s59,TV Show,PJ Masks,United Kingdom,2021-10-20,2015,TV-Y7,2250,Kids,Look out Night Time Baddies the PJ Masks are coming!,Disney
